Portaria,Grupo,Classe,Ordem,Familia,Espécie,Nome,Categoria
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus santaeritae (Eigenmann, 1918)",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus triguttatus (Eigenmann, 1918)",Desconhecido,CR
445,Peixes continentais,Actinopterygii,Siluriformes,Trichomycteridae,"Trichomycterus tropeiro Ferrer & Malabarba, 2011",Cambeva,CR
445,Peixes continentais,Elasmobranchii,Rajiformes,Potamotrygonidae,"Paratrygon aiereba (Müller & Henle, 1841)",Arraia-aramaçá,CR
445,Peixes marinhos,Actinopterygii,Elopiformes,Megalopidae,"Megalops atlanticus Valenciennes, 1847",Amaripim,VU
445,Peixes marinhos,Actinopterygii,Ophidiiformes,Ophidiidae,"Ophidion holbrookii (Putnam, 1874)",Falso-congro-rosa,CR
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Epinephelus itajara (Lichtenstein, 1822)",Mero,CR
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Epinephelus marginatus (Lowe, 1834)",Garoupa-verdadeira,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Epinephelus morio (Valenciennes, 1828)",Garoupa,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Hyporthodus nigritus (Holbrook, 1855)",Cherne-negro,EN
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Hyporthodus niveatus (Valenciennes, 1828)",Cherne-verdadeiro,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Mycteroperca bonaci (Poey, 1860)",Sirigado,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Epinephelidae,"Mycteroperca interstitialis (Poey, 1860)",Badejo-amarelo,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Gobiidae,"Elacatinus figaro Sazima, Moura e Rosa, 1996",Neon,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Istiophoridae,"Kajikia albida (Poey, 1860)",Agulhão-branco,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Istiophoridae,"Makaira nigricans Lacepède, 1802",Marlin-azul,EN
445,Peixes marinhos,Actinopterygii,Perciformes,Lutjanidae,"Lutjanus cyanopterus (Cuvier, 1828)",Caranha,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Lutjanidae,"Lutjanus purpureus (Poey, 1876)",Pargo,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Malacanthidae,"Lopholatilus villarii Miranda Ribeiro, 1915",Peixe-batata,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Polyprionidae,"Polyprion americanus (Bloch & Schneider, 1801)",Cherne-poveiro,CR
445,Peixes marinhos,Actinopterygii,Perciformes,Sciaenidae,"Pogonias cromis (Linnaeus, 1766)",Miragaia,EN
445,Peixes marinhos,Actinopterygii,Perciformes,Scombridae,"Thunnus thynnus (Linnaeus, 1758)",Atum-azul,CR
445,Peixes marinhos,Actinopterygii,Perciformes,Tripterygiidae,"Enneanectes smithi Lubbock & Edwards, 1981",Desconhecido,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Chaetodontidae,"Prognathodes obliquus (Lubbock & Edwards, 1980)",Peixe-borboleta-de-são-pedro-e-são-paulo,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Labridae,"Halichoeres rubrovirens Rocha, Pinheiro & Gasparini, 2010",Bodião-fogueira,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Labridae,"Scarus trispinosus (Valenciennes, 1840)",Peixe-papagaio-azul,EN
445,Peixes marinhos,Actinopterygii,Perciformes,Labridae,"Scarus zelindae Moura, Figueiredo & Sazima, 2001",Peixe-papagaio-banana,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Labridae,"Sparisoma axillare (Steindachner, 1878)",Peixe-papagaio-cinza,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Labridae,"Sparisoma frondosum (Agassiz, 1831)",Peixe-papagaio-cinza,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Labridae,"Sparisoma rocha Pinheiro, Gasparini & Sazima, 2010",Bodião-de-trindade,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Labrisomidae,"Malacoctenus brunoi Guimarães, Nunan & Gasparini, 2010",Desconhecido,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Microdesmidae,"Cerdale fasciata Dawson, 1974",Peixe-lombriga-listrado,EN
445,Peixes marinhos,Actinopterygii,Perciformes,Pomacentridae,"Microspathodon chrysurus (Cuvier, 1830)",Donzela-azul,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Pomacentridae,"Stegastes rocasensis (Emery, 1972)",Donzela-de-rocas,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Pomacentridae,"Stegastes sanctipauli Lubbock & Edwards, 1981",Donzela-de-são-pedro,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Pomacentridae,"Stegastes trindadensis Gasparini, Moura & Sazima, 1999",Donzela-de-trindade,VU
445,Peixes marinhos,Actinopterygii,Perciformes,Serranidae,"Choranthias salmopunctatus (Lubbock & Edward, 1981)",Canário-do-mar,VU
445,Peixes marinhos,Actinopterygii,Pleuronectiformes,Achiridae,"Achirus mucuri Ramos, Ramos & Lopes, 2009",Solha,VU
445,Peixes marinhos,Actinopterygii,Scorpaeniformes,Scorpaenidae,"Scorpaenodes insularis Eschmeyer, 1971",Peixe-pedra-arco-iris,VU
445,Peixes marinhos,Actinopterygii,Siluriformes,Ariidae,"Genidens barbus (Lacepède, 1803)",Bagre-branco,EN
445,Peixes marinhos,Actinopterygii,Siluriformes,Ariidae,"Genidens planifrons (Higuchi, Reis & Araújo, 1982)",Bagre-marinho,CR
445,Peixes marinhos,Actinopterygii,Siluriformes,Ariidae,"Potamarius grandoculis (Steindachner, 1877)",Desconhecido,CR
445,Peixes marinhos,Actinopterygii,Siluriformes,Ariidae,"Sciades parkeri (Trail, 1982)",Gurijuba,VU
445,Peixes marinhos,Actinopterygii,Syngnathiformes,Syngnathidae,"Hippocampus erectus Perry, 1810",Cavalo-marinho,VU
445,Peixes marinhos,Actinopterygii,Syngnathiformes,Syngnathidae,"Hippocampus patagonicus Piacentino & Luzzato, 2004",Cavalo-marinho,VU
445,Peixes marinhos,Actinopterygii,Syngnathiformes,Syngnathidae,"Hippocampus reidi Ginsburg, 1933",Cavalo-marinho,VU
445,Peixes marinhos,Actinopterygii,Syngnathiformes,Syngnathidae,"Micrognathus erugatus Herald & Dawson, 1974",Desconhecido,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus galapagensis (Snodgrass & Heller, 1905)",Tubarão-das-galápagos,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus longimanus (Poey, 1861)",Tubarão-galha-branca,VU
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus obscurus (Lesueur, 1818)",Cação-fidalgo,EN
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus perezi (Poey, 1876)",Tubarão-dos-recifes,VU
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus plumbeus (Nardo, 1827)",Tubarão-galhudo,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus porosus (Ranzani, 1839)",Cação-azeiteiro,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Carcharhinus signatus (Poey, 1868)",Cação-noturno,VU
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Isogomphodon oxyrhynchus (Müller & Henle, 1839)",Cação-quati,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Carcharhinidae,"Negaprion brevirostris (Poey, 1868)",Tubarão-limão,VU
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Sphyrnidae,"Sphyrna lewini (Griffith & Smith, 1834)",Tubarão-martelo,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Sphyrnidae,"Sphyrna media Springer, 1940",Tubarão-martelo-de-aba-curta,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Sphyrnidae,"Sphyrna mokarran (Rüppell, 1837)",Tubarão-martelo-grande,EN
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Sphyrnidae,"Sphyrna tiburo (Linnaeus, 1758)",Tubarão-martelo,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Sphyrnidae,"Sphyrna tudes (Valenciennes, 1822)",Tubarão-martelo,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Sphyrnidae,"Sphyrna zygaena (Linnaeus, 1758)",Tubarão-martelo-liso,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Triakidae,"Galeorhinus galeus (Linnaeus, 1758)",Cação-bico-doce,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Triakidae,"Mustelus canis (Mitchill, 1815)",Boca-de-velha,EN
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Triakidae,"Mustelus fasciatus (Garman, 1913)",Cação-listrado,CR
445,Peixes marinhos,Elasmobranchii,Carcharhiniformes,Triakidae,"Mustelus schmitti Springer, 1939",Tubarão-bico-doce-pintado,CR
445,Peixes marinhos,Elasmobranchii,Hexanchiformes,Hexanchidae,"Notorynchus cepedianus (Péron, 1807)",Cação-bruxa,CR
445,Peixes marinhos,Elasmobranchii,Lamniformes,Alopiidae,"Alopias superciliosus Lowe, 1841",Tubarão-raposa,VU
445,Peixes marinhos,Elasmobranchii,Lamniformes,Alopiidae,"Alopias vulpinus (Bonnaterre, 1788)",Tubarão-raposa,VU
445,Peixes marinhos,Elasmobranchii,Lamniformes,Cetorhinidae,"Cetorhinus maximus (Gunnerus, 1765)",Tubarão-peregrino,CR
445,Peixes marinhos,Elasmobranchii,Lamniformes,Lamnidae,"Carcharodon carcharias (Linnaeus, 1758)",Tubarão-branco,VU
445,Peixes marinhos,Elasmobranchii,Lamniformes,Odontaspididae,"Carcharias taurus Rafinesque, 1810",Cação-mangona,CR
445,Peixes marinhos,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,"Ginglymostoma cirratum (Bonnaterre, 1788)",Tubarão-lixa,VU
445,Peixes marinhos,Elasmobranchii,Orectolobiformes,Rhincodontidae,"Rhincodon typus Smith, 1828",Tubarão-baleia,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Arhynchobatidae,"Atlantoraja castelnaui (Miranda Ribeiro, 1907)",Raia-chita,EN
445,Peixes marinhos,Elasmobranchii,Rajiformes,Arhynchobatidae,"Rioraja agassizii (Müller & Henle, 1841)",Raia-santa,EN
445,Peixes marinhos,Elasmobranchii,Rajiformes,Arhynchobatidae,"Sympterygia acuta Garman, 1877",Raia-emplastro,EN
445,Peixes marinhos,Elasmobranchii,Rajiformes,Arhynchobatidae,"Sympterygia bonapartii Müller & Henle, 1841",Emplastro-amarelo,EN
445,Peixes marinhos,Elasmobranchii,Rajiformes,Dasyatidae,"Dasyatis centroura (Mitchill, 1815)",Raia-prego-de-cauda-áspera,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Dasyatidae,"Dasyatis colarensis Santos, Gomes & Charvet-Almeida, 2004",Raia,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Gymnuridae,"Gymnura altavela (Linnaeus, 1758)",Raia-manteiga,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Mobulidae,"Manta birostris (Walbaum, 1792)",Raia-manta,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Mobulidae,"Mobula hypostoma (Bancroft, 1831)",Raia-manta,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Mobulidae,"Mobula japanica (Müller & Henle, 1841)",Raia-manta,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Mobulidae,"Mobula rochebrunei (Vaillant, 1879)",Raia-manta,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Mobulidae,"Mobula tarapacana (Philippi, 1892)",Raia-manta,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Mobulidae,"Mobula thurstoni (Lloyd, 1908)",Raia-manta,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Myliobatidae,"Myliobatis freminvillii Lesueur, 1824",Raia-amarela,EN
445,Peixes marinhos,Elasmobranchii,Rajiformes,Myliobatidae,"Myliobatis goodei Garman, 1885",Raia-sapo,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Myliobatidae,"Myliobatis ridens Ruocco, Lucifora, Astarloa, Mabragaña & Delpiani, 2012",Raia-manteiga,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Myliobatidae,"Rhinoptera brasiliensis Müller, 1836",Raia-beiço-de-boi,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Pristidae,"Pristis pectinata Latham, 1794",Peixe-serra,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Pristidae,"Pristis pristis (Linnaeus, 1758)",Peixe-serra,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Rhinobatidae,"Rhinobatos horkelii Müller & Henle, 1841",Raia-viola,CR
445,Peixes marinhos,Elasmobranchii,Rajiformes,Rhinobatidae,"Rhinobatos lentiginosus Garman, 1880",Raia-viola,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Rhinobatidae,"Zapteryx brevirostris (Müller & Henle, 1841)",Raia-viola,VU
445,Peixes marinhos,Elasmobranchii,Rajiformes,Torpedinidae,"Torpedo puelcha Lahille, 1928",Raia-elétrica,VU
445,Peixes marinhos,Elasmobranchii,Squaliformes,Squalidae,"Squalus acanthias Linnaeus, 1758",Cação-bagre,CR
445,Peixes marinhos,Elasmobranchii,Squatiniformes,Squatinidae,"Squatina argentina (Marini, 1930)",Cação-anjo-de-asa-longa,CR
445,Peixes marinhos,Elasmobranchii,Squatiniformes,Squatinidae,"Squatina guggenheim Marini, 1936",Cação-anjo-espinhudo,CR
445,Peixes marinhos,Elasmobranchii,Squatiniformes,Squatinidae,"Squatina occulta Vooren & Silva, 1991",Cação-anjo-de-asa-curta,CR
445,Peixes marinhos,Myxini,Myxiniformes,Myxinidae,"Myxine sotoi Mincarone, 2001",Peixe-bruxa,VU
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Amphisbaena arda Rodrigues, 2003",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Amphisbaena frontalis Vanzolini, 1991",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Amphisbaena nigricauda Gans, 1966",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Amphisbaena supernumeraria Mott, Rodrigues & Santos, 2009",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Amphisbaena uroxena Mott, Rodrigues, Freitas & Silva, 2008",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Leposternon kisteumacheri Porto, Soares & Caramaschi, 2000",Cobra-de-duas-cabeças,VU
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Leposternon octostegum (Duméril, 1851)",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Amphisbanidae,"Leposternon scutigerum (Hemprich, 1820)",Cobra-de-duas-cabeças,EN
444,Répteis,Reptilia,Squamata,Boidae,"Corallus cropanii (Hoge, 1953)",Jibóia-amarela,VU
444,Répteis,Reptilia,Squamata,Dactyloidae,"Dactyloa nasofrontalis (Amaral, 1933)","Papa-vento, Calanguinho",VU
444,Répteis,Reptilia,Squamata,Dactyloidae,"Dactyloa pseudotigrina (Amaral, 1933)","Papa-vento, Calanguinho",VU
444,Répteis,Reptilia,Squamata,Dipsadidae,"Apostolepis arenaria Rodrigues, 1992",Cobra-rainha-do-são-francisco,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Apostolepis gaboi Rodrigues, 1992",Cobra-rainha-das-dunas,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Apostolepis quirogai Giraudo & Scrocchi, 1998",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Apostolepis serrana De Lema & Renner, 2006",Cobra-rainha-da-serra-do-roncador,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Apostolepis striata De Lema, 2004",Cobra-rainha-estriada,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Atractus caete Passos, Fernandes, Bérnils & Moura-Leite, 2010",Cobra-da-terra-da-floresta,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Atractus hoogmoedi Prudente & Passos, 2010",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Atractus ronnie Passos, Fernandes & Borges-Nojosa, 2007",Cobra-da-terra-dos-brejos,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Atractus serranus Amaral, 1930",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Dipsadidae,"Atractus thalesdelemai Passos, Fernandes & Zanella, 2005",Cobra-da-terra-do-sul,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Calamodontophis paucidens (Amaral, 1936)",Cobra-espada-dos-pampas,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Calamodontophis ronaldoi Franco, De Carvalho Cintra & De Lema, 2006",Cobra-espada-do-paraná,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Ditaxodon taeniatus (Peters, 1868)",Parelheira-listrada-do-campo,VU
444,Répteis,Reptilia,Squamata,Dipsadidae,"Echinanthera cephalomaculata Di-Bernardo, 1994",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Dipsadidae,"Hydrodynastes melanogigas Franco, Fernandes & Bentim, 2007",Cobra-d'água-grande-do-tocantins,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Phalotris multipunctatus Puorto & Ferrarezzi, 1993",Fura-terra-pintada,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Philodryas livida (Amaral, 1923)",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Dipsadidae,"Rodriguesophis chui (Rodrigues, 1993)",Muçurana-nariguda-das-dunas,EN
444,Répteis,Reptilia,Squamata,Dipsadidae,"Rodriguesophis scriptorcibatus (Rodrigues, 1993)",Muçurana-nariguda-do-são-francisco,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Bachia didactyla Freitas, Strüssmann, Carvalho, Kawashita-Ribeiro & Mott, 2011",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Bachia psamophila Rodrigues, Pavan & Curcio, 2007",Desconhecido,CR
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Calyptommatus leiolepis Rodrigues, 1991",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Calyptommatus nicterus Rodrigues, 1991",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Calyptommatus sinebrachiatus Rodrigues, 1991",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Colobodactylus dalcyanus Vanzolini & Ramos, 1977",Lagartinho-do-folhedo,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Heterodactylus lundii Reinhardt & Lütken, 1862",Cobra-de-pé; Briba; Cobrinha; Calango-que-vira-cobra; Cobra-de-vidro,VU
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Heterodactylus septentrionalis Rodrigues, Freitas & Silva, 2009",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Leposoma annectans Ruibal, 1952",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Leposoma baturitensis Rodrigues & Borges, 1997",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Leposoma nanodactylus Rodrigues, 1997",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Leposoma puk Rodrigues, 2002",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Liolaemidae,"Liolaemus arambarensis Verrastro, Veronese, Bujes & Dias-Filho, 2003",Lagartixa-das-dunas,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Placosoma cipoense Cunha, 1966",Lagartinho-do-cipó,EN
444,Répteis,Reptilia,Squamata,Gymnophthalmidae,"Procellosaurinus tetradactylus Rodrigues, 1991",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Leiosauridae,"Enyalius erythroceneus Rodrigues, Freitas, Silva & Bertolotto, 2006",Papa-vento-da-chapada,CR
444,Répteis,Reptilia,Squamata,Liolaemidae,"Liolaemus lutzae Mertens, 1938",Lagartinho-branco-da-areia; Lagartinho-da-praia,CR
444,Répteis,Reptilia,Squamata,Liolaemidae,"Liolaemus occipitalis Boulenger, 1885",Lagartixa-da-praia,VU
444,Répteis,Reptilia,Squamata,Mabuyidae,"Brasiliscincus caissara (Rebouças-Spieker, 1974)",Calango-liso-da-restinga,EN
444,Répteis,Reptilia,Squamata,Phyllodactylidae,"Homonota uruguayensis (Vaz-Ferreira & Sierra de Soriano, 1961)",Gecko-do-campo,VU
444,Répteis,Reptilia,Squamata,Sphaerodactylidae,"Coleodactylus natalensis Freire, 1999",Lagarto-de-folhiço,EN
444,Répteis,Reptilia,Squamata,Sphaerodactylidae,"Gonatodes tapajonicus Rodrigues, 1980",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Teiidae,"Ameiva parecis Colli, Costa, Garda, Kopp, Mesquita, Péres, Valdujo, Vieira & Wiederhecker, 2003)",Calango,EN
444,Répteis,Reptilia,Squamata,Teiidae,"Ameivula abaetensis (Dias, Rocha & Vrcibradic, 2002)",Lagartinho-de-abaeté,EN
444,Répteis,Reptilia,Squamata,Teiidae,"Ameivula littoralis (Rocha, Araújo, Vrcibradic & Costa, 2000)",Lagarto-da-cauda-verde,EN
444,Répteis,Reptilia,Squamata,Teiidae,"Ameivula nativo (Rocha, Bergallo & Peccinini-Seale, 1997)",Lagartinho-de-linhares,EN
444,Répteis,Reptilia,Squamata,Teiidae,"Contomastix vacariensis (Feltrim & Lema, 2000)","Lagartixa-pintada, Lagartinho-pintado e Lagartinho-de-Vacaria",VU
444,Répteis,Reptilia,Squamata,Teiidae,"Eurolophosaurus amathites (Rodrigues, 1984)",Desconhecido,EN
444,Répteis,Reptilia,Squamata,Teiidae,"Kentropyx vanzoi Gallagher & Dixon, 1980",Calango,VU
444,Répteis,Reptilia,Squamata,Tropidophiidae,"Tropidophis grapiuna Curcio, Nunes, Argolo, Skuk & Rodrigues, 2012",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Tropiduridae,"Stenocercus azureus (Müller, 1882)",Iguaninha-azul; Lagarto-das-pedras,EN
444,Répteis,Reptilia,Squamata,Tropiduridae,"Stenocercus dumerilii (Steindachner, 1867)",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Tropiduridae,"Tropidurus erythrocephalus Rodrigues, 1987",Calango,VU
444,Répteis,Reptilia,Squamata,Tropiduridae,"Tropidurus hygomi Reinhardt & Luetken, 1861",Calango,VU
444,Répteis,Reptilia,Squamata,Tropiduridae,"Tropidurus imbituba Kunz & Borges-Martins, 2013",Desconhecido,CR
444,Répteis,Reptilia,Squamata,Tropiduridae,"Tropidurus psammonastes Rodrigues, Kasahara & Yonenaga-Yasuda, 1988",Calango,EN
444,Répteis,Reptilia,Squamata,Typhlopidae,"Amerotyphlops amoipira (Rodrigues & Juncá, 2002)",Cobra-cega-das-dunas,EN
444,Répteis,Reptilia,Squamata,Typhlopidae,"Amerotyphlops paucisquamus (Dixon & Hendricks, 1979)",Desconhecido,VU
444,Répteis,Reptilia,Squamata,Typhlopidae,"Amerotyphlops yonenagae Rodrigues, 1991",Cobra-cega-do-são-francisco,EN
444,Répteis,Reptilia,Squamata,Viperidae,"Bothrops alcatraz Marques, Martins & Sazima, 2002",Jararaca-de-alcatrazes,CR
444,Répteis,Reptilia,Squamata,Viperidae,"Bothrops insularis (Amaral, 1921)",Jararaca-ilhôa,CR
444,Répteis,Reptilia,Squamata,Viperidae,"Bothrops muriciensis Ferrazezzi & Freire, 2001",Jararacuçu-de-murici,EN
444,Répteis,Reptilia,Squamata,Viperidae,"Bothrops otavioi Barbo, Grazziotin, Sazima, Martins & Sawaya, 2012",Desconhecido,CR
444,Répteis,Reptilia,Squamata,Viperidae,"Bothrops pirajai Amaral, 1923",Jararacuçu-tapete,EN
444,Répteis,Reptilia,Testudines,Chelidae,"Mesoclemmys hogei (Mertens, 1967)",Cágado-de-hogei,CR
444,Répteis,Reptilia,Testudines,Cheloniidae,"Caretta caretta (Linnaeus, 1758)",Tartaruga-cabeçuda,EN
444,Répteis,Reptilia,Testudines,Cheloniidae,"Chelonia mydas (Linnaeus, 1758)",Tartaruga-verde,VU
444,Répteis,Reptilia,Testudines,Cheloniidae,"Eretmochelys imbricata (Linnaeus, 1766)",Tartaruga-de-pente,CR
444,Répteis,Reptilia,Testudines,Cheloniidae,"Lepidochelys olivacea (Eschscholtz, 1829)",Tartaruga-oliva,EN
444,Répteis,Reptilia,Testudines,Dermochelydae,"Dermochelys coriacea (Linnaeus, 1766)",Tartaruga-de-couro,CR
